,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
0,NFE,New Fortress Energy Inc.,,8.57 +0.99 (+13.06%),0.99,+13.06%,8.603M,5.422M,2.346B,-,-74.93%,
1,RNA,"Avidity Biosciences, Inc.",,29.77 +3.03 (+11.33%),3.03,+11.33%,3.146M,1.399M,3.579B,-,0.38%,
2,SWTX,"SpringWorks Therapeutics, Inc.",,46.52 +4.64 (+11.08%),4.64,+11.08%,2.48M,2.507M,3.486B,-,-9.39%,
3,ACLX,"Arcellx, Inc.",,67.23 +6.53 (+10.76%),6.53,+10.76%,897107,659763,3.694B,-,-3.96%,
4,AMTM,"Amentum Holdings, Inc.",,19.71 +1.84 (+10.30%),1.84,+10.30%,5.36M,2.486M,4.796B,-,-39.44%,
5,RKT,"Rocket Companies, Inc.",,13.85 +1.25 (+9.92%),1.25,+9.92%,32.995M,6.097M,27.524B,65.95,-4.83%,
6,MRX,Marex Group plc,,38.84 +3.16 (+8.86%),3.16,+8.86%,1.364M,411271,2.73B,14.28,87.89%,
7,SMMT,Summit Therapeutics Inc.,,20.46 +1.66 (+8.83%),1.66,+8.83%,2.37M,2.459M,15.093B,-,375.95%,
8,MRUS,Merus N.V.,,43.01 +3.41 (+8.61%),3.41,+8.61%,809058,673881,2.972B,-,-11.17%,
9,RGTI,"Rigetti Computing, Inc.",,8.49 +0.68 (+8.71%),0.68,+8.71%,42.557M,106.583M,2.427B,-,457.86%,
10,AKRO,"Akero Therapeutics, Inc.",,41.95 +3.31 (+8.57%),3.31,+8.57%,1.683M,1.371M,3.34B,-,66.70%,
11,SRRK,Scholar Rock Holding Corporation,,32.54 +2.48 (+8.25%),2.48,+8.25%,1.445M,999428,3.081B,-,97.37%,
12,IMVT,"Immunovant, Inc.",,16.42 +1.22 (+8.03%),1.22,+8.03%,3.71M,1.546M,2.789B,-,-51.25%,
13,IONQ,"IonQ, Inc.",,25.05 +1.86 (+8.02%),1.86,+8.02%,23.277M,24.943M,5.984B,-,148.82%,
14,UWMC,UWM Holdings Corporation,,5.78 +0.43 (+8.04%),0.43,+8.04%,29.269M,3.681M,10.662B,44.46,-12.30%,
15,SLNO,"Soleno Therapeutics, Inc.",,73.67 +5.41 (+7.93%),5.41,+7.93%,1.856M,942858,3.378B,-,63.46%,
16,LOAR,Loar Holdings Inc.,,76.97 +5.64 (+7.91%),5.64,+7.91%,422810,426658,7.201B,320.71,46.17%,
17,CLF,Cleveland-Cliffs Inc.,,8.74 +0.64 (+7.90%),0.64,+7.90%,24.161M,19.299M,4.322B,-,-64.52%,
18,NBIS,Nebius Group N.V.,,24.45 +1.76 (+7.76%),1.76,+7.76%,16.852M,13.724M,5.764B,-,13.45%,
19,GRFS,"Grifols, S.A.",,7.49 +0.53 (+7.61%),0.53,+7.61%,1.91M,1.03M,5.917B,29.96,1.02%,
20,KBR,"KBR, Inc.",,53.74 +3.81 (+7.63%),3.81,+7.63%,2.946M,1.628M,6.972B,19.26,-21.73%,
21,VKTX,"Viking Therapeutics, Inc.",,25.68 +1.77 (+7.40%),1.77,+7.40%,4.335M,4.396M,2.883B,-,-69.52%,
22,CYTK,"Cytokinetics, Incorporated",,40.25 +2.75 (+7.33%),2.75,+7.33%,4.544M,1.654M,4.766B,-,-47.12%,
23,TMDX,"TransMedics Group, Inc.",,73.11 +4.84 (+7.09%),4.84,+7.09%,1.1M,1.683M,2.461B,68.33,-9.40%,
24,COOP,Mr. Cooper Group Inc.,,133.56 +8.48 (+6.78%),8.48,+6.78%,2.779M,746373,8.494B,12.85,65.14%,
25,AUR,"Aurora Innovation, Inc.",,7.16 +0.43 (+6.39%),0.43,+6.39%,13.46M,15.242M,12.461B,-,122.85%,
26,FIVE,"Five Below, Inc.",,81.49 +5.01 (+6.55%),5.01,+6.55%,2.555M,1.881M,4.486B,17.72,-53.58%,
27,RKLB,"Rocket Lab USA, Inc.",,19.34 +1.19 (+6.56%),1.19,+6.56%,14.39M,18.892M,8.772B,-,367.78%,
28,LKNCY,Luckin Coffee Inc.,,37.94 +2.30 (+6.45%),2.3,+6.45%,1.141M,2.338M,10.762B,29.87,42.56%,
29,PENN,"PENN Entertainment, Inc.",,17.17 +1.03 (+6.38%),1.03,+6.38%,3.582M,4.531M,2.626B,-,-9.78%,
30,IESC,"IES Holdings, Inc.",,179.63 +10.77 (+6.38%),10.77,+6.38%,169666,219953,3.594B,16.73,33.51%,
31,CVNA,Carvana Co.,,226.39 +13.80 (+6.49%),13.8,+6.49%,4.312M,4.451M,26.476B,142.38,158.00%,
32,MOD,Modine Manufacturing Company,,85.31 +5.05 (+6.29%),5.05,+6.29%,1.087M,1.397M,4.485B,28.72,-14.42%,
33,KTOS,"Kratos Defense & Security Solutions, Inc.",,31.16 +1.86 (+6.35%),1.86,+6.35%,1.821M,3.12M,4.763B,283.27,61.88%,
34,RIOT,"Riot Platforms, Inc.",,8.02 +0.48 (+6.37%),0.48,+6.37%,29.33M,29.052M,2.809B,23.59,-26.72%,
35,PSN,Parsons Corporation,,63.06 +3.50 (+5.88%),3.5,+5.88%,2.494M,1.502M,6.734B,29.75,-27.74%,
36,LDOS,"Leidos Holdings, Inc.",,143.03 +8.07 (+5.98%),8.07,+5.98%,3.44M,1.605M,18.338B,15.51,4.61%,
37,APGE,"Apogee Therapeutics, Inc.",,37.83 +2.22 (+6.23%),2.22,+6.23%,703178,639263,2.197B,-,-40.65%,
38,COHR,Coherent Corp.,,67.54 +3.84 (+6.03%),3.84,+6.03%,4.238M,4.015M,10.467B,-,7.17%,
39,RRX,Regal Rexnord Corporation,,121.60 +6.88 (+6.00%),6.88,+6.00%,637013,637436,8.066B,41.36,-34.07%,
40,CLSK,"CleanSpark, Inc.",,8.02 +0.46 (+6.08%),0.46,+6.08%,25.339M,24.727M,2.252B,-,-53.29%,
41,AS,"Amer Sports, Inc.",,28.36 +1.55 (+5.78%),1.55,+5.78%,2.026M,3.382M,15.726B,202.57,70.66%,
42,LYFT,"Lyft, Inc.",,12.95 +0.72 (+5.89%),0.72,+5.89%,20.382M,19.325M,5.413B,215.83,-33.10%,
43,CZR,"Caesars Entertainment, Inc.",,26.27 +1.44 (+5.80%),1.44,+5.80%,5.824M,5.179M,5.57B,-,-42.70%,
44,ANF,Abercrombie & Fitch Co.,,83.38 +4.61 (+5.85%),4.61,+5.85%,2.575M,2.441M,4.2B,7.80,-39.75%,
45,SMG,The Scotts Miracle-Gro Company,,57.94 +3.17 (+5.79%),3.17,+5.79%,1.964M,948586,3.33B,-,-26.33%,
46,ELF,"e.l.f. Beauty, Inc.",,67.93 +3.68 (+5.73%),3.68,+5.73%,2.874M,2.903M,3.831B,40.68,-60.77%,
47,TEM,"Tempus AI, Inc.",,49.89 +2.67 (+5.65%),2.67,+5.65%,6.686M,13.564M,8.592B,-,17.32%,
48,CIEN,Ciena Corporation,,65.03 +3.49 (+5.67%),3.49,+5.67%,3.293M,2.611M,9.244B,118.24,26.57%,
49,CACI,CACI International Inc,,390.99 +21.09 (+5.70%),21.09,+5.70%,1.541M,526625,8.766B,18.35,0.03%,
50,ODD,Oddity Tech Ltd.,,47.61 +2.59 (+5.75%),2.59,+5.75%,530815,428126,2.658B,29.03,19.10%,
51,LEGN,Legend Biotech Corporation,,33.24 +1.72 (+5.46%),1.72,+5.46%,2.066M,1.24M,6.104B,-,-44.09%,
52,TGTX,"TG Therapeutics, Inc.",,39.82 +2.07 (+5.48%),2.07,+5.48%,4.224M,2.659M,6.255B,265.47,160.88%,
53,SOUN,"SoundHound AI, Inc.",,8.66 +0.46 (+5.61%),0.46,+5.61%,27.049M,46.161M,3.455B,-,62.38%,
54,WSC,WillScot Holdings Corporation,,28.99 +1.51 (+5.49%),1.51,+5.49%,2.362M,3.334M,5.322B,193.27,-38.33%,
55,W,Wayfair Inc.,,33.71 +1.77 (+5.53%),1.77,+5.53%,5.707M,4.214M,4.278B,-,-48.82%,
56,CRK,"Comstock Resources, Inc.",,21.48 +1.13 (+5.55%),1.13,+5.55%,3.297M,2.382M,6.292B,-,122.16%,
57,SYM,Symbotic Inc.,,22.03 +1.13 (+5.41%),1.13,+5.41%,1.297M,1.967M,12.962B,-,-53.17%,
58,PRKS,United Parks & Resorts Inc.,,48.00 +2.47 (+5.42%),2.47,+5.42%,767639,923736,2.641B,12.66,-19.22%,
59,CORZ,"Core Scientific, Inc.",,8.42 +0.42 (+5.25%),0.42,+5.25%,30.902M,15.823M,2.483B,-,131.21%,
60,IONS,"Ionis Pharmaceuticals, Inc.",,28.71 +1.45 (+5.32%),1.45,+5.32%,1.894M,1.652M,4.564B,-,-37.73%,
61,GAP,"The Gap, Inc.",,22.39 +1.17 (+5.51%),1.17,+5.51%,8.571M,7.312M,8.394B,10.18,-18.01%,
62,TSLA,"Tesla, Inc.",,282.76 +14.30 (+5.33%),14.3,+5.33%,196.326M,97.464M,909.503B,138.61,59.44%,
63,ONON,On Holding AG,,44.94 +2.24 (+5.23%),2.24,+5.23%,4.322M,4.402M,14.552B,53.49,28.69%,
64,SHAK,Shake Shack Inc.,,95.76 +4.76 (+5.23%),4.76,+5.23%,1.167M,1.426M,4.073B,399.00,-11.13%,
65,TEX,Terex Corporation,,40.01 +1.94 (+5.10%),1.94,+5.10%,1.221M,962013,2.657B,8.07,-41.42%,
66,SMTC,Semtech Corporation,,36.62 +1.76 (+5.05%),1.76,+5.05%,1.635M,2.848M,3.168B,-,10.74%,
67,EQH,"Equitable Holdings, Inc.",,54.92 +2.63 (+5.03%),2.63,+5.03%,2.286M,2.974M,16.905B,14.53,38.19%,
68,BURL,"Burlington Stores, Inc.",,255.06 +12.37 (+5.10%),12.37,+5.10%,1.029M,1.109M,16.121B,32.74,14.50%,
69,BAH,Booz Allen Hamilton Holding Corporation,,112.88 +5.51 (+5.14%),5.51,+5.14%,9.006M,2.51M,14.002B,16.85,-27.33%,
70,LITE,Lumentum Holdings Inc.,,66.82 +3.23 (+5.08%),3.23,+5.08%,3.984M,2.576M,4.624B,-,32.89%,
71,NATL,NCR Atleos Corporation,,28.40 +1.35 (+5.01%),1.35,+5.01%,645165,382276,2.074B,23.09,39.74%,
72,AFRM,"Affirm Holdings, Inc.",,47.75 +2.24 (+4.92%),2.24,+4.92%,5.095M,7.365M,15.285B,-,35.20%,
73,SN,"SharkNinja, Inc.",,88.36 +4.16 (+4.94%),4.16,+4.94%,1.549M,1.315M,12.401B,28.41,34.72%,
74,BWIN,"The Baldwin Insurance Group, Inc.",,46.10 +2.17 (+4.94%),2.17,+4.94%,562974,574205,3.142B,-,53.82%,
75,KMX,"CarMax, Inc.",,82.76 +3.89 (+4.93%),3.89,+4.93%,3.325M,1.941M,12.729B,28.15,-5.67%,
76,GEV,GE Vernova Inc.,,330.95 +15.31 (+4.85%),15.31,+4.85%,3.827M,4.128M,90.464B,59.20,129.82%,
77,BBIO,"BridgeBio Pharma, Inc.",,34.62 +1.60 (+4.85%),1.6,+4.85%,1.927M,3.077M,6.584B,-,12.97%,
78,MARA,"MARA Holdings, Inc.",,12.42 +0.58 (+4.90%),0.58,+4.90%,39.764M,38.49M,4.295B,7.22,-39.06%,
79,COIN,"Coinbase Global, Inc.",,182.95 +8.43 (+4.83%),8.43,+4.83%,7.695M,9.168M,46.447B,19.30,-30.63%,
80,BPMC,Blueprint Medicines Corporation,,90.01 +4.07 (+4.74%),4.07,+4.74%,1.038M,1.032M,5.752B,-,-6.82%,
81,EVR,Evercore Inc.,,209.95 +9.52 (+4.75%),9.52,+4.75%,737363,583621,8.214B,23.12,4.03%,
82,UAL,"United Airlines Holdings, Inc.",,71.37 +3.17 (+4.65%),3.17,+4.65%,7.879M,7.915M,23.362B,7.55,52.85%,
83,ASAN,"Asana, Inc.",,16.04 +0.73 (+4.77%),0.73,+4.77%,2.763M,3.44M,3.739B,-,2.75%,
84,MIR,"Mirion Technologies, Inc.",,15.03 +0.68 (+4.77%),0.68,+4.77%,924842,2.026M,3.494B,-,31.05%,
85,ACVA,ACV Auctions Inc.,,15.14 +0.67 (+4.63%),0.67,+4.63%,1.403M,2.146M,2.697B,-,-21.83%,
86,RARE,Ultragenyx Pharmaceutical Inc.,,35.37 +1.53 (+4.52%),1.53,+4.52%,556271,815550,3.321B,-,-28.12%,
87,LNW,"Light & Wonder, Inc.",,91.95 +4.08 (+4.64%),4.08,+4.64%,1.289M,740043,7.767B,24.99,-13.79%,
88,BHVN,Biohaven Ltd.,,23.69 +1.09 (+4.82%),1.09,+4.82%,939530,1.035M,2.418B,-,-56.77%,
89,CG,The Carlyle Group Inc.,,46.31 +2.04 (+4.61%),2.04,+4.61%,2.448M,2.598M,16.727B,16.72,-5.55%,
90,MLTX,MoonLake Immunotherapeutics,,38.05 +1.70 (+4.68%),1.7,+4.68%,671913,445025,2.408B,-,-20.93%,
91,KC,Kingsoft Cloud Holdings Limited,,14.49 +0.63 (+4.55%),0.63,+4.55%,1.818M,3.873M,3.441B,-,334.48%,
92,SAIA,"Saia, Inc.",,370.82 +16.05 (+4.52%),16.05,+4.52%,523897,481200,9.876B,27.43,-38.66%,
93,UI,Ubiquiti Inc.,,325.07 +14.10 (+4.53%),14.1,+4.53%,53791,101305,19.664B,44.11,186.21%,
94,AAON,"AAON, Inc.",,82.72 +3.56 (+4.50%),3.56,+4.50%,565323,926560,6.75B,40.95,-8.27%,
95,PCVX,"Vaxcyte, Inc.",,33.69 +1.46 (+4.53%),1.46,+4.53%,5.085M,1.49M,4.338B,-,-50.49%,
96,RUM,Rumble Inc.,,8.06 +0.36 (+4.68%),0.36,+4.68%,2.794M,3.444M,2.728B,-,15.27%,
97,RH,RH,,249.81 +10.75 (+4.50%),10.75,+4.50%,1.636M,756393,4.647B,69.20,-19.88%,
98,GDS,GDS Holdings Limited,,26.30 +1.09 (+4.32%),1.09,+4.32%,1.481M,3.602M,5.119B,-,220.74%,
99,MEDP,"Medpace Holdings, Inc.",,311.23 +13.50 (+4.53%),13.5,+4.53%,589460,337243,9.482B,24.66,-24.84%,
